"MAGPIID","segID","xmax","ymax","RAmax","Decmax","z.x","QOP","mag_it","mag_rt","R50_it","R90_it","axrat_it","ang_it","MAGPIID_v2.2.0","re","re_err","q","q_err","pa","pa_err","chi2_galfit_v2.2.0","fwhm_g","fwhm_r","fwhm_i","fwhm_z","QCFLAG","z.y","StellarMass_bestfit","StellarMass_median","StellarMass_16","StellarMass_84","SFRburst_bestfit","SFRburst_median","SFRburst_16","SFRburst_84","stelkinfracRe","stelkinfrac0p5Re","gaskinfracRe","gaskinfrac0p5Re","Lambda0p5Re","LambdaRe","VoS0p5Re","VoSRe","OII_3727","OII_3730","OIII_5008","Ha"
1201027109,113,27.5,109.5,174.720601,-1.933122,0.8719,1,24.774,27.602,0.242,0.281,0.588,175.59,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201029155,49,29.5,155.5,174.72049,-1.930566,0.7517,1,23.725,23.617,0.832,1.347,0.508,129.39,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201043115,24,43.5,115.5,174.719712,-1.932788,2e-04,6,25.592,24.075,0.381,0.72,0.961,7.4,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201047142,174,47.5,142.5,174.719489,-1.931288,1.2057,1,27.302,25.765,0.471,0.699,0.894,94.24,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201049325,250,49.5,325.5,174.719378,-1.921122,1.0963,1,23.498,22.941,1.338,2.016,0.864,122.02,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201052277,109,52.5,277.5,174.719211,-1.923788,2.9331,2,23.294,22.309,1.524,2.343,0.891,58.18,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201057188,70,57.5,188.5,174.718933,-1.928733,0.8796,3,24.056,23.21,0.828,1.475,0.638,65.27,1201057188,0.71,0.01,0.37,0.02,64.31,1.05,1.8,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.8796,3428746703.56357,2082888815.49453,1264373631.22697,3538751705.33171,1.13156079556304,1.26784827493423,0.889807186833471,2.12744378360278,0,0,0,0,NA,NA,NA,NA,0.353,0.365,0.004,0
1201060046,21,60.5,46.5,174.718767,-1.936622,0.4457,1,23.056,22.309,1.484,2.452,0.79,3.99,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201061256,172,61.5,256.5,174.718711,-1.924955,0.4027,3,23.428,22.671,1.554,2.659,0.845,138.58,1201061256,0.55,0.04,0.47,0.06,83.79,4.5,4.138,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.4027,873917981.537965,746083768.746906,248883046.499831,1325067306.54122,0.287125966466233,0.297119958364139,0.114659080859276,0.540054912026988,0,0,0,0,NA,NA,NA,NA,0.076,0.188,0.215,0.194
1201080317,61,80.5,317.5,174.717655,-1.921566,0.3426,1,24.068,23.948,0.563,1.011,0.915,114.08,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201087280,94,87.5,280.5,174.717266,-1.923622,0.8028,1,24.711,24.211,0.54,1.004,0.829,78.49,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201098351,123,98.5,351.5,174.716654,-1.919677,0.3632,1,25.829,NA,NA,NA,0.859,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201101154,11,101.5,154.5,174.716487,-1.930622,0.4137,4,23.112,22.724,0.622,1.264,0.751,22.95,1201101154,0.41,0.01,0.13,0.02,22.74,0.57,1.68,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.4137,637557677.965309,729161906.215952,542272428.58786,1111495280.19777,0.00200850609735832,0.295983145894165,0.224627713725516,0.490936861918542,0,0,0,0,NA,NA,NA,NA,0.222,0.278,0.299,0.225
1201102112,75,102.5,112.5,174.716432,-1.932955,1.2452,2,25.697,25.681,0.327,0.602,0.965,119.16,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201111283,83,111.5,283.5,174.715932,-1.923455,0.3422,2,24.912,24.389,0.518,0.881,0.797,107.8,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201112189,90,112.5,189.5,174.715876,-1.928677,0.879,3,25.183,24.072,0.79,1.396,0.912,154.57,1201112189,0.38,0.04,0.16,0.09,1.71,4.76,1.872,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.879,13705467964.2254,5203930716.12407,2407485987.80784,9761007936.46338,1.72644782746486,0.625367383259815,6.12199330379534e-10,3.31710503423308,0,0,0,0,NA,NA,NA,NA,0.152,0.107,0,0
1201115264,121,115.5,264.5,174.715709,-1.924511,0.8954,2,25.869,25.139,0.438,0.728,0.747,34.89,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201118138,9,118.5,138.5,174.715543,-1.931511,0.3469,3,22.472,21.887,0.71,1.75,0.891,176.61,1201118138,0.47,0,0.64,0.01,-7.88,0.84,1.486,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3469,4977332140.63678,4217565835.12927,2970791322.62969,5556110777.48356,6.13428888433001e-236,0.00191471312525845,4.65176598100466e-16,0.807609947668053,0.75,1,0.05,0,NA,NA,NA,NA,0.038,0.029,0.037,0.005
1201121310,59,121.5,310.5,174.715376,-1.921955,0.8744,1,24.228,23.961,0.634,1.027,0.773,156.07,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201123284,15,123.5,284.5,174.715265,-1.9234,0.3487,4,23.735,23.47,0.44,0.833,0.885,135.15,1201123284,0.19,0.01,-99.99,-99.99,-34.51,11.96,1.63,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3487,462292434.645004,391495393.878471,286655006.518895,489018563.870859,0.0950327570932664,0.115219712630151,0.0946733662396891,0.15658265240386,0,0,0,0,NA,NA,NA,NA,0.357,0.429,0.46,0.349
1201124338,7,124.5,338.5,174.715209,-1.9204,0.3477,4,22.088,21.477,0.582,1.352,0.934,146.82,1201124338,0.23,0,0.95,0.01,-27.93,9.38,2.015,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3477,8007156304.10778,8075675576.93461,6525145581.46482,9966681050.6727,0.927844924314657,2.07350713627419,1.3768423480047,3.43401823485601,1,NA,0,NA,NA,NA,NA,NA,0.023,0.025,0,0.005
1201128155,101,128.5,155.5,174.714987,-1.930566,0.6241,1,25.47,25.344,0.652,1.098,0.801,58.59,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201129319,33,129.5,319.5,174.714931,-1.921455,0.3049,4,24.576,24.417,0.39,0.725,0.961,156.26,1201129319,0.11,0.01,0.11,0.2,-39.61,0,3.305,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3049,69652858.8834129,111303430.618986,76256594.4520824,159731801.972693,0.0634121121233584,0.0370652641893553,0.0252957390870577,0.0516364499638077,0,0,0,0,NA,NA,NA,NA,0.404,0.416,0.697,0.618
1201133200,18,133.5,200.5,174.714709,-1.928066,1.3025,1,24.48,24.195,0.448,0.955,0.754,47.49,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201134115,108,134.5,115.5,174.714653,-1.932788,0.4824,1,25.678,25.089,0.488,0.794,0.88,27.1,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201136071,16,136.5,71.5,174.714542,-1.935233,0.3494,2,23.581,23.01,0.576,1.141,0.864,177.58,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201139204,66,139.5,204.5,174.714375,-1.927844,0.3906,1,26.608,26.033,0.306,0.476,0.744,137.98,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201141060,51,141.5,60.5,174.714264,-1.935844,0.8705,3,24.643,23.586,0.71,1.241,0.615,63.58,1201141060,0.53,0.01,0.12,0.06,62.54,1.5,2.547,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.8705,7328215872.39161,5279915181.87637,3923601919.54817,7338625218.86686,0.814539045754882,2.17900996353618,1.25715731263926,4.20037493717884,0,0,0,0,NA,NA,NA,NA,0.185,0.323,0.031,0
1201141086,73,141.5,86.5,174.714264,-1.9344,0.3041,1,25.456,24.868,0.502,0.945,0.875,43.46,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201142200,39,142.5,200.5,174.714208,-1.928066,1.4241,3,24.568,24.598,0.462,0.77,0.871,9.28,1201142200,0.18,0.06,0.38,0.24,-99.99,-99.99,2.14,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,1.4241,1773334348.5618,1927289234.58296,1473881352.69728,2533088227.38937,1.74987870391811,2.04220715075423,1.71027443053863,2.62088434814438,0,0,0,0,NA,NA,NA,NA,-99,-99,-99,-99
1201143140,23,143.5,140.5,174.714153,-1.9314,2.1742,2,23.885,23.839,0.556,1.027,0.901,40.82,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201149149,65,149.5,149.5,174.713819,-1.9309,4.6385,2,24.724,25,0.618,1.149,0.667,54.24,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201151066,43,151.5,66.5,174.713708,-1.935511,0.6715,4,24.435,23.746,0.654,1.38,0.767,31.11,1201151066,0.22,0.02,0.51,0.06,83.24,6.68,2.585,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.6715,671082777.036335,634978269.165985,369717331.140041,874710343.777883,0.423605156197051,0.520918268438203,0.413834777732326,0.721132531664382,0,0,0,0,NA,NA,NA,NA,0.219,0.281,0.247,0
1201158313,135,158.5,313.5,174.713319,-1.921788,4.8678,1,25.581,25.944,0.445,0.628,0.871,67.44,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201159201,52,159.5,201.5,174.713263,-1.928011,0.7062,1,23.971,23.509,1.081,1.76,0.691,135.09,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201161267,89,161.5,267.5,174.713152,-1.924344,0.5987,1,26.306,25.738,0.489,0.762,0.648,108.47,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201162087,17,162.5,87.5,174.713097,-1.934344,1.5437,2,24.014,23.79,0.455,0.893,0.912,47.26,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201165190,46,165.5,190.5,174.71293,-1.928622,0.9415,1,24.626,24.293,0.696,1.086,0.746,139.34,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201166105,30,166.5,105.5,174.712874,-1.933344,0.5165,4,23.952,23.692,0.825,1.441,0.42,53.96,1201166105,0.73,0.02,0.1,0.02,51.84,0.77,1.785,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.5165,270861523.938362,639880945.209067,380950051.882325,1300051815.36759,0.31746295891341,0.232653203150399,0.156076868368939,0.406034949564274,0,0,0,0,NA,NA,NA,NA,0.31,0.339,0.333,0
1201166306,72,166.5,306.5,174.712874,-1.922177,0.7135,1,25.38,24.829,0.628,1.051,0.802,118.91,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201168152,22,168.5,152.5,174.712763,-1.930733,1.0931,3,24.326,24.036,0.468,1.036,0.832,54.75,1201168152,0.14,0.11,-99.99,-99.99,36.28,37.7,1.318,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,1.0931,5020015746.47464,2251034694.7551,615710847.068131,5617212793.43502,0.463189059944012,0.876795006510045,0.00164122440394444,1.64182832425486,0,0,0,0,NA,NA,NA,NA,0.311,0.291,0,0
1201169292,106,169.5,292.5,174.712708,-1.922955,6.4296,2,26.608,25.32,0.64,1.041,0.853,48.55,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201170186,40,170.5,186.5,174.712652,-1.928844,0.3459,1,24.148,23.715,0.799,1.211,0.668,164.29,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201171254,64,171.5,254.5,174.712596,-1.925066,1.1348,1,26.285,26.015,0.417,0.673,0.751,22.6,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201177295,42,177.5,295.5,174.712263,-1.922788,0.6804,1,25.698,24.414,0.853,1.603,0.732,173.64,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201181248,54,181.5,248.5,174.712041,-1.9254,0.867,1,26.275,26.196,0.344,0.549,0.904,31.78,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201183107,167,183.5,107.5,174.711929,-1.933233,1.0922,1,26.183,26.08,0.507,0.74,0.617,42.17,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201186072,82,186.5,72.5,174.711763,-1.935177,1.3593,2,24.978,24.764,0.643,1.18,0.889,173.27,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201188270,28,188.5,270.5,174.711651,-1.924177,0.0457,1,25.051,24.743,0.646,1.067,0.633,64.53,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201193125,29,193.5,125.5,174.711373,-1.932233,0.4827,1,24.823,24.632,0.39,0.731,0.973,22.9,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201197192,2,197.5,192.5,174.711151,-1.928511,0.3462,4,19.195,18.582,1.052,3.012,0.726,102.26,1201197192,0.91,0.01,0.68,0,-73.28,0.33,24.91,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3462,236574251977.498,275997620491.394,242478815631.511,310003095547.202,6.50174517711999e-100,0.000186817601492,2.99450286265475e-39,0.0910251208464138,0.935483870967742,1,0,0,0.137350454956369,0.138884322702715,0.157267681197743,0.165672790847076,0.043,0.04,0.058,0.001
1201197199,1,197.5,199.5,174.711151,-1.928122,0.3469,4,18.803,18.203,1.175,4.253,0.753,72.49,1201197199,2.15,0.04,0.85,0,-60.64,0.64,19.361,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3469,430077634919.468,425292326278.477,367241462321.578,493360887236.014,0.000524367036193745,2.30243846875829e-07,9.49864138406405e-23,0.0536294235432805,0.596685082872928,0.934782608695652,0,0,0.13117136320865,NA,0.154823048993212,NA,0.04,0.038,0.067,0.003
1201200263,116,200.5,263.5,174.710984,-1.924566,0.6928,1,26.895,27.267,0.302,0.442,0.717,97.35,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201201063,6,201.5,63.5,174.710929,-1.935677,0.3482,4,21.713,21.256,0.624,1.447,0.936,174.69,1201201063,0.31,0,0.82,0.01,14.24,1.72,3.021,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3482,8748971977.90171,8360699364.50624,7114697557.38501,12055683739.6781,1.61484142351365,3.07049397325424,1.58883105506015,3.62065709175467,1,1,0,0,NA,NA,NA,NA,0.031,0.029,0.044,0.012
1201202221,296,202.5,221.5,174.710873,-1.9269,0.7046,1,23.867,23.35,0.746,1.107,0.735,54.65,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201207317,12,207.5,317.5,174.710595,-1.921566,1.2612,3,24.024,23.966,0.423,0.77,0.913,156.12,1201207317,0.12,0.03,0.72,0.16,60.66,22.33,1.407,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,1.2612,5448464612.29742,6901513538.16292,5217529607.54863,9573116087.2449,6.79230189915377,4.34902183957504,3.277896516866,6.1805480797027,0,0,0,0,NA,NA,NA,NA,0.326,0.277,0,0
1201208270,129,208.5,270.5,174.71054,-1.924177,5.6826,1,27.511,26.757,0.315,0.485,0.908,10.18,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201211149,13,211.5,149.5,174.710373,-1.9309,0.2823,2,24.158,23.822,0.521,0.938,0.89,45.48,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201219137,5,219.5,137.5,174.709928,-1.931566,0.5439,4,21.399,21.206,0.76,1.532,0.67,170.72,1201219137,0.63,0,0.29,0,-12.7,0.15,2.179,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.5439,2925009904.38492,3781724930.04555,3056204803.18448,4684993275.49699,4.47601754858085,3.18155891920533,2.7667604461599,3.85037605410372,0.375,0.75,1,1,NA,NA,NA,NA,0.573,0.627,0.608,0
1201221168,67,221.5,168.5,174.709817,-1.929844,1.0754,1,25.328,24.972,0.723,1.129,0.657,101.42,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201226329,63,226.5,329.5,174.709539,-1.9209,1.2622,2,25.318,25.452,0.449,0.738,0.872,3.65,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201227230,34,227.5,230.5,174.709484,-1.9264,0.5779,1,24.742,24.284,0.686,1.203,0.783,72.39,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201229132,32,229.5,132.5,174.709372,-1.931844,0.5437,3,23.896,23.763,0.734,1.249,0.8,171.01,1201229132,0.68,0.03,0.89,0.03,50.97,12.61,1.823,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.5437,667317734.43507,903386496.009661,737184233.860422,1177132208.5368,0.200031431681152,0.409998473844558,0.323280575693407,0.502965930875372,0,0,0,0,NA,NA,NA,NA,0.151,0.18,0.128,0
1201231194,295,231.5,194.5,174.709261,-1.9284,0.3121,1,23.748,23.431,0.794,1.141,0.846,50.26,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201233238,71,233.5,238.5,174.70915,-1.925955,0.3338,3,25.181,25.125,0.543,0.892,0.865,41.67,1201233238,0.25,0.07,0.65,0.25,-83.73,30.78,3.999,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.3338,614971407.377544,436861745.603678,273619677.626189,716277065.58863,2.35973620718218e-09,0.038371020076097,6.5629628742909e-36,0.0793811605861137,0,0,0,0,NA,NA,NA,NA,0.021,0.049,0.092,0.07
1201233337,78,233.5,337.5,174.70915,-1.920455,5.6381,1,25.923,25.552,0.448,0.759,0.649,37.79,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201250296,58,250.5,296.5,174.708205,-1.922733,3.2387,3,25.423,25.783,0.318,0.526,0.901,20.37,1201250296,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,1.38,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,3.2387,65085308825.252,34181682346.1616,12044432359.0521,79105463216.3227,487.217432596604,53.5798177457558,19.9523726253241,140.694686061772,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201251055,57,251.5,55.5,174.708149,-1.936122,1.1867,2,24.393,24.336,0.665,1.067,0.765,142.13,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1201252223,4,252.5,223.5,174.708094,-1.926788,0.346,4,21.355,20.864,0.837,2.056,0.708,47.1,1201252223,0.66,0,0.27,0,49.84,0.12,3.584,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,0.346,37943529922.4985,31072119042.7512,19484375687.7948,39454277977.2007,3.5731949952753,6.28601053257678,3.99606507759295,9.50476231593197,0.833333333333333,1,0.166666666666667,0.625,0.445525310208974,NA,0.56812162994155,NA,0.033,0.036,0.044,0.008
1201254104,84,254.5,104.5,174.707983,-1.9334,0.2719,1,25.431,24.983,0.523,1.022,0.803,101.09,NA,NA,NA,NA,NA,NA,NA,NA,0.707767182131195,0.657309206645654,0.592053528441023,0.541421871857646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
