#The value for each line is the fraction of spaxels with S/N>=3 for that line WITHIN THE DILATED MASK
#flag values: 0=skipped (continuum S/N too low), 1=Normal Run (continuum binned to S/N=10), 
#  2=Low Thresh Run (continuum binned to S/N=4). Use N_MASK*fraction to get pixel number for a line
######################################################################################################
MAGPIID     z        flag   N_MASK    OII_3727     OII_3730     NeIII_3870   NeIII_3969   H5           He           Hd           Hg           OIII_4364    HeII_4687    ArIV_4713    ArIV_4741    Hb           OIII_5008    NI_5199      NI_5202      HeI_5877     OI_6302      Ha           NII_6585     SII_6718     SII_6733     
1527067139   0.2262    1     1373            0.00000      0.00000     0.162000    0.0630000     0.130000    0.0920000     0.138000     0.187000    0.0660000    0.0620000    0.0340000      0.00000      0.00000     0.481000    0.0230000    0.0250000     0.113000    0.0980000     0.449000     0.253000     0.214000     0.178000
1527104073   0.8561    1      314           0.115000     0.156000      0.00000   0.00600000    0.0450000      0.00000    0.0320000    0.0570000    0.0380000      0.00000    0.0130000      0.00000    0.0830000    0.0290000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527120113   1.4293    1       84           0.238000     0.321000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527139141   1.4289    1      178          0.0510000     0.152000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527141101   0.8581    1      674          0.0880000     0.134000    0.0520000      0.00000    0.0340000    0.0270000    0.0240000    0.0530000    0.0160000      0.00000      0.00000    0.0100000    0.0820000    0.0120000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527143144   1.4283    1       45           0.356000     0.311000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527145121   0.9597    1      188            0.00000    0.0210000    0.0480000    0.0160000      0.00000    0.0430000      0.00000    0.0590000    0.0270000      0.00000      0.00000   0.00500000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527156125   0.3456    1      362           0.257000     0.260000    0.0990000    0.0170000     0.119000    0.0410000     0.110000      0.00000      0.00000      0.00000    0.0440000    0.0390000     0.251000     0.320000   0.00800000    0.0140000    0.0300000    0.0910000     0.169000     0.133000     0.130000     0.149000
1527160239   1.2980    1       30           0.533000     0.300000      0.00000    0.0330000      0.00000    0.0330000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527168144   0.5560    2       98          0.0100000      0.00000    0.0510000      0.00000    0.0310000    0.0310000    0.0920000      0.00000    0.0710000    0.0200000    0.0310000    0.0610000    0.0410000    0.0200000      0.00000    0.0100000    0.0410000      0.00000      0.00000      0.00000      0.00000      0.00000
1527172350   0.9957    1       94           0.234000     0.277000    0.0430000      0.00000      0.00000    0.0210000     0.117000    0.0110000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527173209   0.2884    1     1199           0.214000     0.265000     0.131000    0.0440000    0.0940000    0.0750000     0.132000     0.177000    0.0260000    0.0270000    0.0350000    0.0300000     0.229000     0.302000    0.0140000    0.0160000    0.0690000     0.112000     0.270000     0.118000    0.0930000    0.0740000
1527176353   1.0772    1       85           0.353000     0.718000     0.118000      0.00000    0.0350000    0.0470000    0.0590000    0.0590000    0.0120000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527179292   1.2751    1      127           0.134000     0.173000    0.0630000   0.00800000    0.0390000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527180260   0.9784    1      130          0.0540000    0.0690000      0.00000      0.00000    0.0380000      0.00000      0.00000      0.00000      0.00000    0.0230000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527187261   1.2989    1       67           0.448000     0.597000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527196197   0.2899    1     2017          0.0470000    0.0490000    0.0700000    0.0270000    0.0720000    0.0320000    0.0510000    0.0590000    0.0430000    0.0340000    0.0460000    0.0550000    0.0320000    0.0690000    0.0170000    0.0190000    0.0200000    0.0280000    0.0120000    0.0560000   0.00700000   0.00900000
1527197047   1.2754    1       80           0.637000     0.812000    0.0620000    0.0250000    0.0620000    0.0130000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527210296   0.9771    1      399          0.0550000    0.0650000    0.0400000      0.00000    0.0450000    0.0100000    0.0250000    0.0600000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527212146   1.0656    1       35           0.800000      0.00000    0.0290000    0.0290000      0.00000      0.00000     0.114000     0.229000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527212148   0.8573    1      401            0.00000    0.0470000    0.0570000    0.0170000    0.0600000      0.00000    0.0270000    0.0270000    0.0400000      0.00000      0.00000    0.0300000    0.0120000    0.0120000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527220323   0.5566    2      173         0.00600000      0.00000    0.0640000    0.0170000    0.0290000    0.0350000    0.0580000    0.0290000    0.0460000    0.0520000    0.0170000    0.0170000    0.0170000    0.0170000    0.0170000    0.0120000   0.00600000      0.00000      0.00000      0.00000      0.00000      0.00000
1527223059   0.2576    1      180            0.00000      0.00000    0.0670000      0.00000    0.0720000      0.00000    0.0500000      0.00000    0.0560000      0.00000      0.00000      0.00000    0.0560000    0.0390000      0.00000   0.00600000      0.00000      0.00000     0.178000      0.00000    0.0220000      0.00000
1527227256   1.2955    1      132           0.561000     0.644000     0.121000      0.00000    0.0760000    0.0610000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527227262   1.2952    1       62           0.500000     0.548000     0.306000    0.0320000     0.145000     0.226000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527231317   1.1638    1      286           0.231000      0.00000    0.0420000   0.00700000      0.00000      0.00000    0.0280000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527239339   0.5590    1      580            0.00000      0.00000    0.0480000    0.0280000    0.0620000    0.0220000    0.0450000    0.0500000    0.0570000    0.0260000    0.0240000    0.0500000    0.0210000    0.0260000   0.00500000    0.0170000   0.00500000      0.00000      0.00000      0.00000      0.00000      0.00000
1527240351   1.1892    1       17           0.588000     0.588000     0.412000      0.00000    0.0590000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527242199   0.5974    1       53            0.00000      0.00000     0.226000    0.0750000    0.0380000    0.0380000    0.0750000     0.264000    0.0190000    0.0190000    0.0190000      0.00000     0.358000     0.585000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527247176   0.5547    1      101            0.00000      0.00000      0.00000    0.0100000    0.0990000    0.0100000    0.0500000    0.0500000    0.0500000    0.0100000    0.0200000    0.0300000      0.00000      0.00000      0.00000    0.0300000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527249073   0.8908    1      121           0.165000     0.248000    0.0580000      0.00000    0.0500000    0.0170000    0.0170000    0.0990000      0.00000      0.00000      0.00000      0.00000     0.132000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527252081   0.8926    1       76           0.434000     0.513000     0.105000    0.0130000    0.0260000      0.00000    0.0130000    0.0790000    0.0530000      0.00000      0.00000      0.00000     0.250000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527259114   0.8548    1       77           0.234000     0.377000    0.0520000      0.00000    0.0390000      0.00000    0.0390000    0.0650000      0.00000      0.00000      0.00000      0.00000     0.169000     0.169000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527259211   0.5397    1       97           0.103000     0.113000      0.00000      0.00000      0.00000    0.0520000    0.0410000    0.0820000      0.00000    0.0310000    0.0620000    0.0100000    0.0720000      0.00000      0.00000      0.00000    0.0310000      0.00000      0.00000      0.00000      0.00000      0.00000
1527264348   0.9780    1       95          0.0840000     0.147000    0.0420000      0.00000    0.0110000    0.0740000    0.0420000    0.0320000      0.00000      0.00000    0.0110000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527268237   0.5596    1     2582            0.00000      0.00000    0.0420000    0.0220000    0.0570000    0.0210000    0.0460000    0.0510000    0.0420000    0.0200000    0.0200000    0.0310000    0.0190000    0.0270000    0.0100000    0.0110000   0.00700000      0.00000      0.00000      0.00000      0.00000      0.00000
1527299222   0.4523    1      350          0.0430000    0.0460000    0.0400000   0.00900000    0.0430000      0.00000      0.00000    0.0310000      0.00000    0.0540000      0.00000      0.00000    0.0660000    0.0800000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527308348   1.0766    1      317           0.177000     0.218000    0.0190000      0.00000    0.0540000    0.0500000    0.0600000     0.120000    0.0220000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527311300   0.8252    1      189            0.00000    0.0420000      0.00000    0.0210000    0.0850000      0.00000    0.0420000    0.0210000    0.0260000      0.00000      0.00000    0.0110000    0.0210000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527313270   0.8265    1       84           0.202000     0.286000    0.0710000    0.0120000    0.0120000      0.00000    0.0240000    0.0600000      0.00000    0.0600000      0.00000      0.00000     0.155000     0.357000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527315263   1.2962    1      496          0.0890000      0.00000    0.0220000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527315362   0.5535    1      302         0.00700000    0.0200000    0.0260000   0.00700000      0.00000    0.0330000    0.0230000    0.0300000    0.0200000    0.0260000    0.0660000    0.0260000    0.0100000    0.0460000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527323345   0.9721    1      281          0.0890000     0.228000    0.0500000    0.0110000    0.0680000    0.0210000    0.0430000    0.0820000      0.00000      0.00000    0.0250000   0.00700000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527324331   0.9723    1       93           0.462000     0.462000     0.172000    0.0970000    0.0750000     0.118000     0.183000     0.247000    0.0320000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527325300   1.3764    1      103           0.379000     0.379000    0.0190000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527341190   0.7629    1      196           0.311000     0.357000    0.0870000    0.0310000    0.0710000    0.0360000     0.112000     0.143000      0.00000      0.00000    0.0360000      0.00000     0.235000     0.194000    0.0100000    0.0150000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527344074   0.1569    1      353            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0590000    0.0650000    0.0480000    0.0280000      0.00000    0.0370000     0.108000     0.142000      0.00000      0.00000    0.0200000    0.0250000     0.181000    0.0230000    0.0620000    0.0450000
1527344181   0.8591    1       70           0.129000      0.00000    0.0140000      0.00000    0.0710000      0.00000      0.00000    0.0570000      0.00000      0.00000      0.00000      0.00000    0.0290000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1527347278   0.4021    1       67           0.209000     0.239000    0.0150000    0.0450000    0.0450000    0.0300000    0.0450000     0.104000      0.00000      0.00000    0.0600000    0.0900000     0.164000     0.224000      0.00000      0.00000    0.0300000    0.0150000     0.179000    0.0600000      0.00000      0.00000
1527357168   0.2893    1       60           0.150000     0.117000    0.0830000      0.00000    0.0670000      0.00000      0.00000    0.0670000      0.00000      0.00000      0.00000    0.0500000    0.0830000     0.200000      0.00000      0.00000    0.0330000    0.0170000     0.117000     0.100000    0.0170000      0.00000
1528032069   0.5819    1      260            0.00000      0.00000     0.123000      0.00000    0.0310000    0.0150000     0.108000     0.104000   0.00800000    0.0150000    0.0380000    0.0310000     0.127000     0.219000      0.00000      0.00000    0.0150000      0.00000      0.00000      0.00000      0.00000      0.00000
1528032275   0.7308    1       86           0.140000     0.186000    0.0700000    0.0350000      0.00000    0.0120000    0.0230000    0.0580000      0.00000      0.00000      0.00000    0.0470000    0.0470000    0.0810000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528042178   1.2620    1       53           0.264000     0.547000     0.321000      0.00000     0.113000    0.0380000     0.151000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528054155   0.5822    1       41            0.00000      0.00000     0.220000    0.0490000     0.146000    0.0730000     0.122000     0.171000    0.0490000      0.00000      0.00000      0.00000     0.341000     0.537000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528064140   0.8186    1       58           0.259000     0.362000     0.138000    0.0690000    0.0170000      0.00000    0.0170000     0.103000    0.0170000      0.00000    0.0170000      0.00000     0.155000     0.345000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528078359   0.1325    2      482            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0540000    0.0250000    0.0390000    0.0270000    0.0520000    0.0350000    0.0560000      0.00000      0.00000    0.0270000    0.0310000    0.0270000    0.0250000    0.0170000    0.0150000
1528079281   0.3219    1      362          0.0360000    0.0550000    0.0660000    0.0140000    0.0500000    0.0190000    0.0300000    0.0410000      0.00000    0.0250000      0.00000      0.00000    0.0500000    0.0800000      0.00000   0.00600000      0.00000    0.0280000    0.0280000   0.00600000   0.00800000   0.00600000
1528093302   1.1184    1      236           0.593000     0.788000    0.0680000    0.0250000     0.110000    0.0300000    0.0890000     0.339000    0.0250000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528097280   1.1175    1       84          0.0830000     0.179000    0.0600000    0.0120000    0.0240000      0.00000    0.0120000    0.0120000    0.0600000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528097293   0.7823    1      171           0.480000     0.538000    0.0290000    0.0410000    0.0640000    0.0700000    0.0880000     0.199000      0.00000      0.00000      0.00000      0.00000     0.158000     0.269000   0.00600000   0.00600000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528111155   0.3236    1     1357          0.0350000    0.0360000    0.0660000    0.0350000    0.0640000    0.0290000    0.0430000    0.0380000    0.0440000    0.0340000    0.0330000    0.0420000    0.0360000    0.0370000   0.00900000   0.00600000    0.0130000   0.00800000   0.00700000    0.0180000      0.00000   0.00400000
1528112064   1.2012    1      132           0.106000     0.167000    0.0150000    0.0230000      0.00000      0.00000    0.0450000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528114311   1.1161    1      302          0.0560000    0.0500000    0.0300000    0.0170000    0.0400000      0.00000    0.0130000    0.0700000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528125332   0.5230    1       88           0.205000     0.125000      0.00000    0.0340000      0.00000    0.0340000    0.0570000    0.0570000      0.00000    0.0570000      0.00000      0.00000     0.102000     0.170000      0.00000      0.00000    0.0110000      0.00000      0.00000      0.00000      0.00000      0.00000
1528130235   0.7301    1      255           0.243000     0.290000     0.125000    0.0240000     0.145000    0.0430000     0.125000     0.161000    0.0430000   0.00400000    0.0120000    0.0270000     0.176000     0.227000   0.00400000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528159222   0.6277    1       61           0.705000     0.738000    0.0160000      0.00000    0.0330000    0.0980000     0.115000     0.410000      0.00000      0.00000    0.0330000    0.0160000     0.164000     0.656000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528169231   0.6279    1       73          0.0820000     0.110000      0.00000    0.0140000    0.0410000    0.0140000    0.0270000    0.0820000      0.00000    0.0140000    0.0410000      0.00000      0.00000     0.247000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528180051   1.4520    1       91           0.516000     0.505000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528180143   0.4487    1       99           0.323000     0.343000    0.0710000      0.00000    0.0400000    0.0300000      0.00000    0.0710000    0.0300000    0.0510000    0.0100000    0.0100000     0.354000     0.434000      0.00000      0.00000    0.0300000      0.00000      0.00000      0.00000      0.00000      0.00000
1528182064   0.2159    1      297            0.00000      0.00000      0.00000    0.0300000      0.00000      0.00000    0.0740000      0.00000      0.00000    0.0270000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0100000      0.00000      0.00000    0.0440000    0.0100000    0.0470000    0.0100000
1528197197   0.3219    1     3164           0.224000     0.254000    0.0700000    0.0220000    0.0770000    0.0500000     0.115000     0.156000    0.0440000    0.0410000    0.0420000    0.0330000     0.260000     0.204000    0.0140000    0.0210000    0.0320000    0.0890000     0.256000     0.246000     0.162000     0.112000
1528198277   0.6884    1      120           0.267000     0.250000    0.0330000    0.0500000    0.0670000    0.0670000    0.0580000    0.0750000      0.00000      0.00000      0.00000    0.0170000     0.233000     0.250000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528204185   0.3216    1       29           0.103000    0.0340000    0.0690000    0.0340000      0.00000      0.00000      0.00000    0.0340000      0.00000    0.0340000      0.00000      0.00000     0.207000    0.0340000      0.00000      0.00000      0.00000     0.103000     0.103000     0.103000    0.0340000      0.00000
1528206130   0.3256    1      616          0.0410000    0.0340000      0.00000      0.00000    0.0340000    0.0310000    0.0520000    0.0390000    0.0230000    0.0260000    0.0450000    0.0390000    0.0470000    0.0210000   0.00200000   0.00200000    0.0150000      0.00000    0.0580000    0.0290000   0.00800000   0.00500000
1528215243   0.5466    1      106           0.528000     0.632000    0.0940000      0.00000    0.0570000    0.0470000    0.0570000     0.160000    0.0190000      0.00000    0.0190000    0.0280000     0.387000     0.651000   0.00900000   0.00900000   0.00900000      0.00000      0.00000      0.00000      0.00000      0.00000
1528215252   1.0370    1       41           0.683000     0.634000     0.122000    0.0490000      0.00000    0.0730000    0.0240000     0.268000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528220154   0.3213    1      177           0.113000     0.209000    0.0560000    0.0450000      0.00000    0.0400000    0.0620000    0.0510000    0.0400000    0.0680000    0.0340000      0.00000     0.153000     0.192000      0.00000    0.0170000      0.00000   0.00600000     0.141000    0.0510000    0.0790000    0.0450000
1528230133   1.4699   -1      -99           -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000
1528234248   0.6266    1       83           0.169000     0.193000      0.00000    0.0480000    0.0480000    0.0600000    0.0480000    0.0240000    0.0600000      0.00000    0.0120000      0.00000    0.0840000     0.277000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528249228   0.7301    1      304           0.490000     0.523000     0.224000    0.0130000     0.174000    0.0490000     0.188000     0.276000    0.0300000    0.0160000    0.0390000      0.00000     0.283000     0.365000   0.00300000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528251052   0.6767    1       55           0.164000     0.127000      0.00000      0.00000      0.00000    0.0180000    0.0550000    0.0360000      0.00000      0.00000      0.00000      0.00000    0.0910000     0.236000      0.00000    0.0180000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528251306   0.5468    1      142           0.352000     0.408000    0.0560000      0.00000    0.0420000    0.0280000    0.0770000     0.155000      0.00000      0.00000      0.00000      0.00000     0.246000     0.359000      0.00000    0.0140000    0.0210000      0.00000      0.00000      0.00000      0.00000      0.00000
1528256255   1.2053    1       86           0.349000     0.465000     0.256000    0.0810000     0.163000    0.0810000    0.0230000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528261199   0.1034    1      183            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0980000      0.00000    0.0270000      0.00000    0.0770000     0.115000      0.00000      0.00000      0.00000    0.0110000    0.0820000    0.0160000    0.0490000    0.0270000
1528266350   0.5468    1      130           0.262000     0.377000    0.0770000    0.0380000    0.0380000    0.0770000    0.0620000     0.169000    0.0460000      0.00000    0.0310000      0.00000     0.169000     0.369000   0.00800000      0.00000    0.0230000      0.00000      0.00000      0.00000      0.00000      0.00000
1528268168   0.5165    1       61           0.213000     0.393000      0.00000    0.0820000      0.00000    0.0490000     0.131000     0.311000    0.0820000      0.00000      0.00000      0.00000     0.410000     0.508000      0.00000    0.0330000    0.0490000      0.00000      0.00000      0.00000      0.00000      0.00000
1528274153   0.9359    1       87           0.563000      0.00000    0.0230000      0.00000      0.00000    0.0110000    0.0230000      0.00000    0.0230000      0.00000    0.0230000    0.0230000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528275314   0.3971    1      398           0.128000     0.128000    0.0630000    0.0480000    0.0330000    0.0230000    0.0450000    0.0500000    0.0350000    0.0230000    0.0400000      0.00000     0.131000     0.191000    0.0180000    0.0230000    0.0100000    0.0150000     0.123000    0.0130000      0.00000      0.00000
1528289352   0.8439    1      254           0.126000     0.201000    0.0790000    0.0120000    0.0350000    0.0310000    0.0670000    0.0870000    0.0310000      0.00000      0.00000      0.00000    0.0980000     0.189000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528294238   0.4583    1      215          0.0930000     0.107000    0.0560000      0.00000    0.0470000    0.0230000    0.0370000    0.0280000    0.0420000    0.0560000      0.00000      0.00000     0.102000     0.107000   0.00500000      0.00000    0.0230000    0.0280000      0.00000      0.00000      0.00000      0.00000
1528296205   0.7831    1      243          0.0860000     0.103000    0.0210000    0.0250000      0.00000    0.0410000    0.0160000    0.0210000      0.00000   0.00800000    0.0160000      0.00000    0.0330000    0.0820000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528300063   0.1326    1      582            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0650000      0.00000    0.0690000      0.00000      0.00000    0.0810000    0.0930000      0.00000      0.00000      0.00000    0.0270000     0.146000    0.0260000    0.0620000    0.0150000
1528310241   0.3213    2      838           0.129000     0.129000    0.0430000    0.0330000    0.0470000    0.0270000    0.0470000    0.0760000    0.0270000    0.0360000    0.0240000    0.0290000     0.128000     0.129000   0.00600000    0.0190000    0.0230000    0.0270000     0.111000    0.0510000    0.0870000    0.0530000
1528317355   0.8785    1      161           0.416000     0.385000     0.137000    0.0310000    0.0750000    0.0560000     0.118000     0.211000    0.0310000      0.00000      0.00000      0.00000     0.211000    0.0120000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528318290   0.5678    1      371            0.00000      0.00000    0.0300000    0.0460000    0.0320000    0.0220000    0.0490000    0.0590000      0.00000      0.00000    0.0190000    0.0350000    0.0430000    0.0540000      0.00000    0.0130000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528328128   0.7601    1      329            0.00000    0.0240000    0.0240000      0.00000    0.0610000      0.00000    0.0430000    0.0430000      0.00000      0.00000      0.00000   0.00900000    0.0210000    0.0180000      0.00000   0.00600000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528329186   0.6442    1      138           0.217000     0.304000    0.0220000    0.0510000    0.0940000    0.0290000     0.123000     0.116000    0.0140000      0.00000    0.0580000      0.00000    0.0290000     0.319000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528330039   0.8188    1       59           0.288000     0.186000    0.0340000    0.0340000     0.119000      0.00000    0.0510000    0.0850000      0.00000      0.00000      0.00000    0.0170000     0.136000     0.119000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528334295   0.5214    1      276          0.0360000    0.0540000      0.00000    0.0250000      0.00000      0.00000    0.0510000    0.0250000    0.0430000    0.0400000    0.0430000    0.0430000    0.0400000    0.0720000   0.00400000      0.00000    0.0140000      0.00000      0.00000      0.00000      0.00000      0.00000
1528336193   1.2280    1      103           0.272000      0.00000     0.194000    0.0490000    0.0290000      0.00000     0.155000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1528341203   0.3177    1      116          0.0520000    0.0950000      0.00000      0.00000      0.00000      0.00000    0.0600000    0.0260000    0.0520000    0.0260000   0.00900000      0.00000    0.0600000     0.198000      0.00000      0.00000      0.00000      0.00000    0.0340000      0.00000      0.00000      0.00000
1528343039   0.1419    2      219            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0780000    0.0460000    0.0500000    0.0680000    0.0460000     0.114000    0.0780000      0.00000      0.00000    0.0460000    0.0410000     0.247000     0.146000     0.110000    0.0910000
1528344302   0.7577    1      140           0.100000     0.121000    0.0210000   0.00700000    0.0290000      0.00000    0.0710000    0.0430000    0.0500000    0.0290000      0.00000    0.0140000    0.0640000    0.0210000   0.00700000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1529075265   1.4550    1      620           0.110000     0.163000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
