#The value for each line is the fraction of spaxels with S/N>=3 for that line WITHIN THE DILATED MASK
#flag values: 0=skipped (continuum S/N too low), 1=Normal Run (continuum binned to S/N=10), 
#  2=Low Thresh Run (continuum binned to S/N=4). Use N_MASK*fraction to get pixel number for a line
######################################################################################################
MAGPIID     z        flag   N_MASK    OII_3727     OII_3730     NeIII_3870   NeIII_3969   H5           He           Hd           Hg           OIII_4364    HeII_4687    ArIV_4713    ArIV_4741    Hb           OIII_5008    NI_5199      NI_5202      HeI_5877     OI_6302      Ha           NII_6585     SII_6718     SII_6733     
1205229264   0.6684    1      142            0.00000      0.00000    0.0630000    0.0210000      0.00000      0.00000      0.00000   0.00700000   0.00700000    0.0210000      0.00000    0.0210000    0.0280000      0.00000   0.00700000    0.0140000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205232328   0.4821    1      421           0.150000     0.169000    0.0480000      0.00000    0.0550000      0.00000    0.0330000    0.0760000      0.00000    0.0210000    0.0310000      0.00000     0.102000     0.181000   0.00500000   0.00500000    0.0190000      0.00000      0.00000      0.00000      0.00000      0.00000
1205242077   1.2240    1       47           0.149000     0.298000     0.149000      0.00000    0.0430000      0.00000    0.0640000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205242089   0.4822    1      151           0.450000     0.437000    0.0460000      0.00000     0.126000      0.00000     0.132000     0.179000    0.0200000    0.0330000    0.0400000      0.00000     0.298000     0.391000   0.00700000   0.00700000    0.0530000   0.00700000      0.00000      0.00000      0.00000      0.00000
1205245107   0.5257    1      940          0.0930000     0.101000      0.00000    0.0330000      0.00000    0.0130000    0.0430000    0.0500000    0.0680000    0.0400000    0.0330000    0.0160000    0.0790000    0.0680000   0.00500000    0.0100000   0.00700000      0.00000      0.00000      0.00000      0.00000      0.00000
1205252361   0.6229    1      130           0.138000     0.192000    0.0540000   0.00800000    0.0920000    0.0620000    0.0850000     0.123000      0.00000      0.00000      0.00000    0.0310000     0.146000    0.0230000   0.00800000   0.00800000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205253345   0.5223    1      634           0.215000     0.233000      0.00000    0.0270000      0.00000    0.0390000    0.0580000     0.136000    0.0330000    0.0170000    0.0300000    0.0320000     0.140000     0.177000      0.00000   0.00300000   0.00600000      0.00000      0.00000      0.00000      0.00000      0.00000
1205283115   0.4829    1      918          0.0940000    0.0990000    0.0590000      0.00000    0.0560000      0.00000    0.0450000    0.0830000    0.0290000    0.0190000    0.0190000    0.0490000     0.135000    0.0820000   0.00800000   0.00400000    0.0170000   0.00800000      0.00000      0.00000      0.00000      0.00000
1205289374   0.2902    1      281          0.0430000      0.00000    0.0210000    0.0110000    0.0360000    0.0180000      0.00000    0.0320000    0.0460000      0.00000    0.0360000    0.0320000    0.0360000      0.00000      0.00000    0.0140000    0.0110000   0.00700000    0.0320000      0.00000      0.00000      0.00000
1205305185   0.6012    1      137            0.00000      0.00000    0.0730000    0.0220000    0.0360000      0.00000    0.0880000    0.0290000    0.0290000      0.00000      0.00000      0.00000    0.0950000     0.153000    0.0150000   0.00700000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205311299   1.1787    1       91           0.462000     0.560000    0.0110000    0.0220000    0.0770000    0.0220000    0.0770000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205317175   0.6007    1      133            0.00000   0.00800000    0.0380000      0.00000    0.0680000    0.0150000    0.0530000    0.0830000      0.00000    0.0300000      0.00000    0.0300000     0.113000     0.226000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205325084   0.5242    1      227          0.0700000     0.101000      0.00000      0.00000      0.00000    0.0220000    0.0480000    0.0750000    0.0220000      0.00000      0.00000      0.00000     0.123000     0.110000      0.00000      0.00000    0.0130000      0.00000      0.00000      0.00000      0.00000      0.00000
1205338078   0.6520    1       79           0.127000     0.215000      0.00000      0.00000      0.00000    0.0250000    0.0760000    0.0250000      0.00000      0.00000      0.00000    0.0250000    0.0130000     0.101000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205348125   0.7960    1      352           0.148000     0.185000    0.0370000    0.0340000    0.0430000    0.0260000    0.0450000    0.0600000      0.00000      0.00000    0.0430000      0.00000     0.111000     0.105000      0.00000   0.00300000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1205354224   0.6005    1       92            0.00000      0.00000    0.0540000      0.00000    0.0110000    0.0110000    0.0650000     0.185000    0.0540000    0.0330000      0.00000    0.0330000     0.207000     0.261000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206030269   0.2700    1      544          0.0400000    0.0280000    0.0350000    0.0280000    0.0350000    0.0280000    0.0440000    0.0500000    0.0280000      0.00000    0.0310000    0.0280000    0.0260000    0.0280000   0.00900000    0.0150000    0.0370000    0.0150000    0.0200000    0.0390000    0.0280000    0.0110000
1206037291   1.2080    1      163            0.00000      0.00000      0.00000      0.00000    0.0250000      0.00000    0.0370000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206046192   0.2675    2      304          0.0390000    0.0260000    0.0530000    0.0230000    0.0560000    0.0130000    0.0360000    0.0360000    0.0460000      0.00000    0.0160000    0.0720000    0.0230000    0.0430000    0.0230000    0.0200000    0.0260000    0.0130000    0.0160000   0.00700000    0.0160000    0.0100000
1206047112   0.7020    1      173           0.127000    0.0810000    0.0350000    0.0230000    0.0580000      0.00000    0.0230000    0.0170000      0.00000    0.0400000    0.0350000    0.0350000    0.0460000    0.0460000    0.0120000    0.0350000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206048153   0.5599    1      109            0.00000      0.00000     0.312000    0.0460000     0.128000    0.0920000     0.211000     0.394000    0.0550000      0.00000    0.0460000      0.00000     0.606000     0.798000   0.00900000      0.00000    0.0280000      0.00000      0.00000      0.00000      0.00000      0.00000
1206055146   1.4057    1      589           0.131000     0.168000      0.00000      0.00000   0.00200000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206063305   0.9263    1      763            0.00000     0.131000    0.0410000    0.0210000    0.0280000      0.00000    0.0430000    0.0240000    0.0370000      0.00000      0.00000    0.0250000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206069101   0.7015    1     1050           0.259000     0.271000    0.0700000    0.0260000     0.112000    0.0900000     0.110000     0.178000    0.0320000    0.0110000    0.0130000    0.0200000     0.203000     0.189000   0.00500000   0.00800000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206079219   0.7612    1      216           0.657000     0.708000     0.102000    0.0280000     0.231000     0.194000     0.306000     0.407000    0.0370000    0.0230000   0.00900000   0.00500000     0.551000     0.509000   0.00500000   0.00500000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206110186   0.2671    1     5058          0.0410000    0.0390000    0.0570000    0.0270000     0.114000    0.0370000    0.0650000    0.0760000    0.0700000      0.00000    0.0100000    0.0440000    0.0440000    0.0670000    0.0170000    0.0180000    0.0250000    0.0110000    0.0130000    0.0100000    0.0140000    0.0200000
1206111219   0.2673    1      302          0.0630000    0.0300000    0.0830000    0.0230000    0.0700000      0.00000    0.0660000    0.0790000    0.0730000      0.00000      0.00000    0.0560000    0.0500000    0.0360000      0.00000    0.0170000    0.0360000    0.0130000    0.0200000   0.00300000    0.0130000      0.00000
1206117335   0.3273    1     1380          0.0370000    0.0330000    0.0520000    0.0250000    0.0710000    0.0240000    0.0620000    0.0410000    0.0360000    0.0360000    0.0320000    0.0410000    0.0310000    0.0510000    0.0130000    0.0150000    0.0150000   0.00900000   0.00900000    0.0110000   0.00400000    0.0120000
1206130142   0.5821    1      165            0.00000      0.00000    0.0420000    0.0300000    0.0790000    0.0240000    0.0240000     0.103000    0.0180000    0.0480000    0.0730000    0.0300000     0.291000    0.0910000    0.0180000   0.00600000   0.00600000      0.00000      0.00000      0.00000      0.00000      0.00000
1206136246   1.4186    1      116            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206137151   0.1071    1      547            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000     0.289000    0.0570000    0.0510000    0.0510000    0.0370000     0.552000     0.651000    0.0260000    0.0160000    0.0860000     0.141000     0.717000     0.293000     0.512000     0.483000
1206140290   1.4071    1      877          0.0540000    0.0360000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206144156   0.1071    1      255            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000     0.310000    0.0630000    0.0430000      0.00000    0.0510000     0.486000     0.663000   0.00800000    0.0200000     0.137000     0.129000     0.694000     0.176000     0.322000     0.302000
1206147253   0.2643    1     1037          0.0340000    0.0330000    0.0630000    0.0260000    0.0600000    0.0280000    0.0490000    0.0630000    0.0590000      0.00000      0.00000    0.0430000    0.0400000    0.0370000    0.0180000    0.0110000    0.0140000    0.0110000   0.00400000    0.0110000   0.00900000   0.00800000
1206151090   0.3249    1      721           0.395000     0.408000     0.107000    0.0280000     0.146000     0.126000     0.205000     0.261000    0.0460000    0.0400000    0.0330000    0.0320000     0.383000     0.355000    0.0240000    0.0150000     0.129000    0.0930000     0.470000     0.297000     0.230000    0.0710000
1206153324   1.4057    1       71            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206158198   1.1167    1      348            0.00000    0.0660000    0.0780000    0.0200000    0.0860000    0.0340000    0.0320000    0.0400000    0.0400000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206158239   0.4544    1      144          0.0690000     0.139000    0.0690000    0.0420000    0.0560000      0.00000      0.00000    0.0560000    0.0350000    0.0620000    0.0140000   0.00700000    0.0970000     0.118000    0.0140000      0.00000    0.0140000      0.00000      0.00000      0.00000      0.00000      0.00000
1206159217   0.3276    1      686          0.0360000    0.0340000    0.0850000    0.0360000    0.0990000    0.0360000    0.0630000    0.0520000    0.0390000    0.0390000    0.0190000    0.0220000    0.0310000    0.0290000   0.00400000   0.00700000   0.00900000   0.00700000    0.0190000    0.0380000   0.00400000   0.00600000
1206169280   1.4179    1      500           0.192000     0.280000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206171132   0.9807    1      111           0.495000     0.423000    0.0630000      0.00000    0.0450000    0.0180000    0.0720000    0.0810000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206196198   0.3263    1     6969          0.0410000    0.0370000    0.0680000    0.0290000    0.0810000    0.0320000    0.0610000    0.0470000    0.0450000    0.0450000    0.0340000    0.0320000    0.0370000    0.0470000    0.0110000    0.0170000    0.0130000   0.00700000    0.0160000    0.0290000   0.00200000   0.00700000
1206200312   0.2666    1      680          0.0430000    0.0320000    0.0410000    0.0250000    0.0570000    0.0290000    0.0570000    0.0570000    0.0560000      0.00000   0.00300000    0.0370000    0.0340000    0.0470000   0.00700000    0.0150000    0.0380000   0.00700000    0.0160000   0.00100000   0.00700000    0.0160000
1206205075   0.3261    1      850          0.0460000    0.0510000    0.0540000    0.0250000    0.0750000    0.0260000    0.0660000    0.0340000    0.0420000    0.0410000    0.0380000    0.0460000    0.0450000    0.0670000   0.00800000    0.0110000    0.0140000    0.0120000   0.00500000    0.0280000   0.00600000   0.00900000
1206217139   0.4545    1      135           0.333000     0.407000     0.156000    0.0150000     0.133000    0.0960000      0.00000     0.222000      0.00000      0.00000    0.0220000      0.00000     0.348000     0.407000    0.0150000   0.00700000   0.00700000   0.00700000      0.00000      0.00000      0.00000      0.00000
1206225236   0.3271    1      402          0.0420000    0.0470000     0.100000    0.0400000     0.104000    0.0300000    0.0820000    0.0470000    0.0220000    0.0600000    0.0350000    0.0350000    0.0450000    0.0550000    0.0120000    0.0120000    0.0120000    0.0170000    0.0200000    0.0250000   0.00200000   0.00500000
1206225319   1.4751    1       81            0.00000     0.235000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206243216   0.3244    1      353          0.0880000     0.133000    0.0650000    0.0250000    0.0450000    0.0340000    0.0620000    0.0930000    0.0450000    0.0310000    0.0230000    0.0510000     0.159000    0.0570000    0.0110000   0.00600000    0.0140000      0.00000     0.142000     0.108000    0.0590000    0.0370000
1206247241   1.4183    1      117          0.0680000     0.256000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206247262   0.6385    1       58           0.155000    0.0690000      0.00000      0.00000    0.0860000      0.00000     0.103000    0.0520000      0.00000      0.00000    0.0340000      0.00000    0.0170000     0.172000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206262286   0.2703    1      565           0.113000     0.159000    0.0740000    0.0280000    0.0650000    0.0300000    0.0690000     0.106000    0.0510000      0.00000    0.0410000    0.0190000     0.149000     0.108000    0.0160000    0.0120000    0.0250000    0.0460000     0.149000    0.0650000    0.0960000    0.0670000
1206270108   0.5811    1      621            0.00000      0.00000    0.0560000    0.0230000     0.108000    0.0630000    0.0930000     0.135000    0.0320000    0.0270000    0.0320000    0.0260000     0.230000    0.0870000    0.0270000    0.0190000    0.0140000      0.00000      0.00000      0.00000      0.00000      0.00000
1206276211   0.2682    1     2954          0.0400000    0.0480000    0.0700000    0.0290000    0.0900000    0.0260000    0.0580000    0.0630000    0.0570000      0.00000    0.0230000    0.0540000    0.0560000    0.0450000    0.0180000    0.0200000    0.0250000    0.0140000    0.0150000   0.00700000    0.0230000    0.0160000
1206291238   0.3259    1      152           0.197000     0.197000    0.0660000      0.00000    0.0660000    0.0330000    0.0590000    0.0990000    0.0720000      0.00000    0.0590000    0.0260000     0.184000     0.322000   0.00700000      0.00000   0.00700000    0.0260000     0.250000    0.0530000    0.0200000    0.0260000
1206295127   0.3826    1       79           0.228000     0.127000     0.114000    0.0380000    0.0630000    0.0510000    0.0510000    0.0890000    0.0130000      0.00000      0.00000      0.00000     0.215000     0.291000      0.00000      0.00000    0.0130000      0.00000     0.316000      0.00000      0.00000      0.00000
1206300188   0.4162    1      187           0.310000     0.342000    0.0860000    0.0160000    0.0800000    0.0700000      0.00000     0.209000    0.0210000    0.0590000    0.0320000      0.00000     0.267000     0.390000    0.0110000   0.00500000    0.0270000   0.00500000     0.251000      0.00000      0.00000      0.00000
1206301185   0.4161    1      163          0.0980000    0.0860000      0.00000    0.0490000    0.0800000    0.0310000      0.00000    0.0610000    0.0430000    0.0370000      0.00000    0.0670000    0.0740000     0.110000      0.00000      0.00000      0.00000    0.0120000    0.0490000    0.0180000      0.00000      0.00000
1206305217   0.3237    1      268          0.0630000    0.0600000      0.00000      0.00000    0.0710000      0.00000    0.0820000    0.0450000    0.0900000    0.0520000      0.00000    0.0630000     0.131000    0.0110000    0.0110000   0.00700000   0.00700000      0.00000     0.119000    0.0710000    0.0370000    0.0150000
1206306251   0.1310    1     1103            0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0830000    0.0490000    0.0450000      0.00000    0.0440000     0.105000     0.124000      0.00000      0.00000    0.0440000    0.0300000     0.141000    0.0440000    0.0350000    0.0310000
1206322202   0.3258    1      913           0.172000     0.206000     0.101000    0.0430000    0.0850000    0.0590000    0.0740000     0.125000    0.0340000    0.0420000    0.0270000    0.0270000     0.183000     0.248000    0.0180000   0.00900000    0.0310000    0.0120000     0.208000    0.0730000    0.0430000    0.0490000
1206327190   1.4052    1      170           0.400000     0.494000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206331296   0.2698    1     1631          0.0350000    0.0360000    0.0610000    0.0360000    0.0680000    0.0310000    0.0550000    0.0550000    0.0420000      0.00000    0.0380000    0.0350000    0.0400000    0.0610000    0.0130000    0.0180000    0.0260000    0.0130000    0.0180000    0.0150000    0.0170000    0.0120000
1206338136   0.4160    1      209          0.0530000    0.0430000      0.00000    0.0100000      0.00000      0.00000      0.00000    0.0430000    0.0190000    0.0240000    0.0330000      0.00000    0.0480000     0.139000    0.0140000      0.00000      0.00000      0.00000    0.0330000   0.00500000      0.00000      0.00000
1206347083   1.4197    1      297          0.0300000     0.104000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206350210   0.9264    1      241           0.631000     0.660000     0.290000    0.0580000     0.170000     0.116000     0.199000     0.311000    0.0210000   0.00800000    0.0120000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1206376096   0.3266    1      126          0.0480000    0.0320000      0.00000      0.00000      0.00000      0.00000      0.00000    0.0560000    0.0560000      0.00000    0.0400000     0.103000    0.0400000    0.0560000      0.00000    0.0160000    0.0160000      0.00000    0.0160000   0.00800000    0.0240000    0.0160000
1207034104   1.0595    1      765          0.0430000    0.0410000    0.0510000    0.0130000    0.0240000    0.0160000    0.0260000    0.0130000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207034130   1.0592    1       60          0.0670000     0.117000    0.0330000    0.0170000    0.0500000      0.00000      0.00000    0.0330000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207046196   1.1335    1      229           0.127000     0.157000    0.0130000      0.00000    0.0220000   0.00400000   0.00400000    0.0170000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207065112   0.5068    1      688          0.0860000    0.0860000      0.00000    0.0120000      0.00000    0.0200000    0.0390000    0.0470000      0.00000    0.0380000      0.00000      0.00000    0.0570000    0.0740000      0.00000   0.00600000    0.0100000      0.00000      0.00000      0.00000      0.00000      0.00000
1207069227   1.0595    1      109           0.211000     0.147000    0.0180000      0.00000      0.00000   0.00900000      0.00000      0.00000   0.00900000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207077351   0.4730    1      297           0.380000     0.465000     0.162000      0.00000     0.158000      0.00000     0.175000     0.300000    0.0440000    0.0200000    0.0300000    0.0370000     0.407000     0.525000    0.0100000    0.0170000    0.0440000    0.0640000      0.00000      0.00000      0.00000      0.00000
1207078239   0.8157    1      311           0.113000     0.151000    0.0640000      0.00000    0.0260000      0.00000    0.0480000    0.0190000   0.00600000      0.00000    0.0130000    0.0230000    0.0100000    0.0900000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207087086   0.8672    2      769           0.133000     0.238000    0.0730000    0.0210000    0.0400000    0.0140000    0.0270000    0.0380000    0.0160000    0.0120000    0.0160000    0.0140000    0.0620000    0.0380000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207090158   1.0565    1      163           0.282000     0.362000    0.0310000      0.00000    0.0740000    0.0310000    0.0800000    0.0610000    0.0180000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207092373   0.4728    1       47          0.0430000     0.191000    0.0430000      0.00000    0.0640000      0.00000      0.00000    0.0640000    0.0430000      0.00000      0.00000      0.00000     0.128000     0.319000    0.0210000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207093141   1.0580    1      609           0.189000     0.238000    0.0410000    0.0160000    0.0560000    0.0330000    0.0710000    0.0720000    0.0180000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207094264   0.7168    1      139          0.0720000    0.0940000      0.00000    0.0220000    0.0430000      0.00000      0.00000    0.0430000      0.00000      0.00000      0.00000    0.0140000    0.0360000    0.0790000    0.0140000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207094345   0.4715    1      680           0.256000     0.257000    0.0530000      0.00000    0.0900000      0.00000     0.144000     0.171000    0.0470000    0.0280000    0.0370000    0.0290000     0.253000     0.197000    0.0130000    0.0130000    0.0290000    0.0720000      0.00000      0.00000      0.00000      0.00000
1207098252   0.7185    1      371            0.00000      0.00000    0.0590000      0.00000    0.0400000    0.0220000      0.00000    0.0320000      0.00000    0.0190000    0.0570000      0.00000    0.0220000      0.00000   0.00300000   0.00800000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207099099   0.4650    1       68           0.353000     0.338000    0.0740000      0.00000    0.0880000      0.00000     0.103000     0.118000    0.0290000      0.00000      0.00000    0.0290000     0.294000     0.529000      0.00000    0.0150000    0.0290000    0.0290000      0.00000      0.00000      0.00000      0.00000
1207101266   1.2896    1       58           0.310000     0.293000    0.0520000      0.00000    0.0340000    0.0340000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207103093   0.3064    1      295          0.0780000    0.0470000      0.00000    0.0440000      0.00000    0.0170000    0.0510000    0.0470000      0.00000    0.0470000      0.00000    0.0340000    0.0340000    0.0580000    0.0200000    0.0140000      0.00000    0.0240000     0.108000      0.00000   0.00700000   0.00700000
1207105205   0.3392    1      121           0.306000     0.372000    0.0740000    0.0250000    0.0910000    0.0250000    0.0740000      0.00000      0.00000    0.0170000    0.0410000    0.0330000     0.314000     0.545000    0.0170000      0.00000    0.0250000    0.0250000     0.281000    0.0500000    0.0830000     0.107000
1207105348   0.4722    1      104           0.279000     0.365000    0.0870000      0.00000    0.0670000      0.00000    0.0480000     0.115000      0.00000      0.00000    0.0290000      0.00000     0.365000     0.413000      0.00000      0.00000      0.00000    0.0480000      0.00000      0.00000      0.00000      0.00000
1207111193   0.7184    1      171           0.345000     0.421000    0.0530000      0.00000    0.0350000      0.00000    0.0640000     0.135000    0.0180000      0.00000      0.00000    0.0350000    0.0990000     0.333000   0.00600000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207122345   0.4710    1       94           0.266000     0.319000    0.0850000      0.00000    0.0320000      0.00000    0.0960000     0.106000    0.0430000      0.00000      0.00000      0.00000     0.383000     0.415000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207128248   0.3209    1     1535           0.237000     0.240000     0.225000    0.0650000     0.106000    0.0340000    0.0880000     0.121000    0.0680000     0.117000    0.0380000    0.0350000     0.212000     0.481000   0.00800000   0.00800000    0.0380000    0.0610000     0.182000     0.223000    0.0960000    0.0650000
1207136308   0.3227    1      550          0.0440000    0.0360000    0.0530000    0.0160000    0.0550000    0.0180000    0.0510000    0.0580000    0.0330000    0.0240000    0.0290000    0.0400000    0.0490000    0.0650000      0.00000      0.00000    0.0160000    0.0240000    0.0240000    0.0290000   0.00900000      0.00000
1207138052   0.6253    1      407           0.356000     0.364000    0.0540000    0.0270000     0.113000    0.0980000     0.194000     0.258000    0.0170000    0.0100000    0.0170000    0.0220000     0.327000     0.258000   0.00700000    0.0120000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207148368   0.4657    1       17           0.176000     0.471000    0.0590000      0.00000      0.00000      0.00000      0.00000     0.235000      0.00000      0.00000      0.00000      0.00000     0.235000     0.353000      0.00000      0.00000     0.118000      0.00000      0.00000      0.00000      0.00000      0.00000
1207149339   0.4722    1      185           0.335000     0.362000    0.0920000      0.00000    0.0760000      0.00000     0.124000     0.178000      0.00000    0.0110000    0.0220000      0.00000     0.319000     0.286000      0.00000      0.00000    0.0110000    0.0490000      0.00000      0.00000      0.00000      0.00000
1207159209   0.8446    1       62           0.403000     0.435000     0.129000      0.00000    0.0810000      0.00000     0.177000     0.258000    0.0810000      0.00000    0.0160000    0.0970000     0.242000     0.532000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207161166   1.0517    1       61           0.820000     0.869000     0.311000    0.0330000     0.131000     0.230000     0.148000     0.295000    0.0160000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207166144   0.3334    1      125           0.104000     0.192000    0.0480000    0.0240000    0.0240000      0.00000    0.0880000    0.0480000      0.00000    0.0240000    0.0320000    0.0480000     0.128000     0.304000      0.00000      0.00000      0.00000      0.00000     0.280000      0.00000   0.00800000    0.0320000
1207167256   0.7173    1      139           0.367000     0.388000    0.0580000    0.0430000    0.0500000   0.00700000    0.0580000     0.194000    0.0290000    0.0140000    0.0220000    0.0360000    0.0860000     0.252000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207173092   0.7700    1      296           0.118000     0.132000    0.0570000    0.0240000    0.0240000    0.0240000    0.0300000    0.0370000    0.0140000      0.00000    0.0240000    0.0170000    0.0610000     0.125000   0.00300000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207181305   0.3208    1     1795           0.125000     0.133000    0.0670000    0.0180000    0.0510000    0.0280000    0.0710000    0.0650000    0.0380000    0.0520000    0.0370000    0.0270000     0.120000     0.119000   0.00900000    0.0130000    0.0230000    0.0440000    0.0900000    0.0740000    0.0610000    0.0460000
1207182177   1.0625    1       34           0.294000     0.382000      0.00000      0.00000      0.00000    0.0290000    0.0290000    0.0590000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207185042   0.2272    1       73            0.00000      0.00000    0.0820000    0.0140000    0.0270000    0.0410000    0.0140000    0.0680000    0.0140000    0.0140000    0.0270000      0.00000      0.00000     0.644000      0.00000      0.00000    0.0820000      0.00000     0.411000    0.0270000    0.0960000    0.0270000
1207188178   1.4884    1       40           0.375000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
1207189163   0.4946    1      109           0.156000     0.193000    0.0730000      0.00000      0.00000      0.00000    0.0730000    0.0640000      0.00000      0.00000      0.00000      0.00000     0.128000     0.193000   0.00900000      0.00000   0.00900000      0.00000      0.00000      0.00000      0.00000      0.00000
